url_code,time_utc,type,caption,likes,comments
CyHYbbcLkM_,2023-10-07 23:03:45,GraphSidecar,"Come autumn, ordinary Americans hop in the car to gaze at vermillion maples as readily as they pursue a love/hate relationship with pumpkin spice. But foliage hunters start planning leaf-themed fall trips while the rest of us are still getting sunstroke at the beach. Fortunately, they generously dole out advice.⁠
⁠
This year’s combo of late frost and summer rains in the Northeast might translate to a slightly delayed rollout of nuanced hues that linger, predicted Jim Salge, 42, a high-school physics teacher from Nottingham, N.H., who sidelines as Yankee magazine’s fall foliage forecaster. “We don’t think you’re going to see the bright punch of color, but you’re going to see a long, pastel season,” he said.⁠
⁠
Follow these expert tips to fine-tune your foliage hunts.⁠
⁠
Read more at the link in our bio.⁠
⁠
Video/Photos: Anthony Quintano, Shutterstock, Getty Images",4133,44
CyG2HfuhpsD,2023-10-07 18:03:48,GraphSidecar,"The average home spent 46 days on the market in August, up five days from the same month last year, according to Realtor.com.⁠
⁠
Thanks to low inventory and steep home prices, ""buyers are really picky right now,"" says Leslie Levy, a Coldwell Banker agent in the Chicago suburbs. But that doesn't mean your home has to languish on the market.⁠
⁠
If your home isn’t selling, you can fix that by doing things like staging, making upgrades and being flexible about negotiating and accommodating the buyer.⁠
⁠
Read more at the link in our bio.⁠
⁠
📷: @aysiamarotta and @fmrphoto for @wsjphotos",1458,27
CyGoDhCMM8O,2023-10-07 16:00:56,GraphImage,"Jean Arnault, the youngest son of LVMH chief Bernard Arnault, has been fascinated by the opportunity in rare-materials watches for a while. The younger Arnault is learning the ropes of his father’s luxury’s empire, and Louis Vuitton has bet on the 24-year-old to turn the brand into a player in high-end, mechanical watchmaking.⁠
⁠
Jean was standing in a gilded, mirrored room of Paris’s Musée d’Orsay showing off Louis Vuitton’s newest watch model to a clutch of experts one July morning. The thin unisex watch, named the Tambour, was the result of almost two years of work. But the most valuable Tambour in the building wasn’t on display with the others. It was on Arnault’s wrist.⁠
⁠
His version was made of the rare metal tantalum. Tantalum gave the watch its gunmetal color, though the metal’s hardness also meant that the watch took twice as much time to manufacture. This made it “insanely expensive” when he bought it, Arnault said, though he refused to reveal what he paid.⁠
⁠
“We’re only going to make one,” Arnault said. “That’s it. It’s the only one.”⁠
⁠
Two years ago, when he first joined Louis Vuitton’s watches division as market ing and development director, Louis Vuitton watches ran a wide gamut. They ranged from watches costing hundreds of thousands of dollars to quartz timepieces that sold for around $4,000.⁠
⁠
Now Arnault has decided to eliminate the entry-level Tambours. His thinking was that instead of producing more affordable collections, Louis Vuitton needed to play in a different class. So the new iteration of the timepiece ranges in price from $18,500 to $52,000, putting it in competition with similar creations from the likes of Audemars Piguet and Vacheron Constantin.⁠
⁠
“We’re not going to make a ton of money with this,” Arnault says of the company’s strategic about-face. “It’s not going to be highly profitable at all, but it’s really about making sure that we switch the message completely.”⁠
⁠
Read more at the link in our bio.⁠
⁠
📷: @lukas_wassmann for @wsjphotos",9912,209
CyGa8b6NgB-,2023-10-07 14:06:13,GraphImage,"Palestinian militants on Saturday launched the biggest attack on Israel in years, sending fighters over the border from Gaza and firing thousands of rockets.

Militant group Hamas launched a sustained barrage of more than 5,000 rockets in a coordinated attack by land, sea and air.

Israeli Prime Minister Benjamin Netanyahu said the country was ""at war"" as the military launched retaliatory strikes against Hamas targets in Gaza.

Israel's emergency services said 40 people have been killed in the surprise attacks from Gaza and hundreds more injured.

At least 270 Palestinians have been killed and over 1,000 injured, according to Palestinian medical authorities.

Air-raid sirens sounded in Jerusalem, while explosions were heard in Tel Aviv.

Read the latest at the link in our bio.

Photo: Mohammed Salem/Reuters",22244,1281
CyEA6Say164,2023-10-06 15:42:55,GraphVideo,"A Chinese coast guard ship came within one meter of a Philippine patrol ship near a disputed shoal in the South China Sea.⁠
⁠
The confrontation between the two countries is the latest flare-up that could drag the U.S. into a geopolitical dispute. The Biden administration has vowed to defend the Philippines if it comes under armed attack.⁠
⁠
Photo: Joeal Calupitan/AP",8972,236
CyD8ZDRsrTi,2023-10-06 15:01:05,GraphImage,"Americans who eat their way through European vacations sometimes come home surprised to see a lower number on the scale. The phenomenon has become something of an internet debate, with some people speculating that weight loss on European sojourns points to unhealthy American diets and processed foods.⁠
⁠
So what’s the real answer? Alas, there’s no definitive explanation. You might be surprised (or not!) to find out that research on vacation is scant.⁠
⁠
Scientists who study nutrition and health say that people who lose weight on international travels are likely benefiting from two things: more daily steps while on vacation and, yes, food that is often healthier and less processed.⁠
⁠
Ultra-processed foods common in the U.S. include artificial additives and highly refined ingredients and are rich in starch, sugar and salt, says Dr. Dariush Mozaffarian, a cardiologist and professor of nutrition and medicine at Tufts University. He points to a study in the European Journal of Nutrition that found that among adults in the U.S., 57% of calories come from ultra-processed food, compared with 12% in Europe.⁠
⁠
What’s more, portion sizes tend to be larger in the U.S., and people drink more sodas and sugar-sweetened beverages, food researchers say. And Europeans often eat in a more leisurely way that is less prone to overeating, they note.⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo: iStock",26935,848
CyCOffoNhFl,2023-10-05 23:00:29,GraphImage,"The University of Pennsylvania is basking in the glow of two researchers who this week were awarded the Nobel Prize in medicine for their pioneering work on messenger RNA.⁠
⁠
Until recently, the school and its faculty largely disdained one of those scientists.⁠
⁠
Penn demoted Katalin Karikó, shunting her to a lab on the outskirts of campus while cutting her pay. Karikó’s colleagues denigrated her mRNA research and some wouldn’t work with her, according to her and people at the school. Eventually, Karikó persuaded another Penn researcher, Drew Weissman, to work with her on modifying mRNA for vaccines and drugs, though most others at the school remained skeptical, pushing other approaches. ⁠
⁠
Karikó hasn’t only proven her detractors wrong but also reached the pinnacle of science. Her research with Weissman helped lead to the mRNA vaccines that protected people worldwide during the Covid-19 pandemic and now shows promise for flu, cancer and other diseases.⁠
⁠
Penn, which patented their mRNA technology, has made millions of dollars from drugmakers that licensed it. And on Monday, when Karikó and Weissman were awarded the Nobel, the school expressed a different perspective on their work.⁠
⁠
The reversal offers a glimpse of the clubby, hothouse world of academia and science, where winning financial funding is a constant burden, securing publication is a frustrating challenge and those with unconventional or ambitious approaches can struggle to gain support and acceptance.⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo: Hannah Yoon/Bloomberg News",13956,316
CyBpSZ-Rkq7,2023-10-05 17:38:03,GraphVideo,"A sudden bout of heavy rainfall caused a glacial lake to burst its banks in a Himalayan state in India. Soldiers and relief workers battled to rescue survivors.⁠
⁠
At least 14 people were killed and more than 100 people were reported missing because of flash flooding in Sikkim on India’s long-disputed border with China.⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo: India Army/via Reuters",2672,58
CyBXoZ-R0ab,2023-10-05 15:01:18,GraphImage,"Ecuadoreans and foreigners alike have had to dramatically alter their way of life as a country that had been known for its natural beauty and relative safety quickly turned into one of the world’s most violent. ⁠
⁠
Bobbi de Winter had found her retirement paradise on Ecuador’s coast, where tiny red crabs scuttle across pristine beaches, giant sea turtles lay their eggs and whales breach the warm Pacific waters.⁠
⁠
De Winter, a native of Atlanta, and her husband, Andre, had recently finished building a house overlooking the Pacific, accessible by crossing a lush forest. They set up hammocks, planted banana and papaya trees, and hosted dinner parties as the sun set over the ocean. ⁠
⁠
Then came the drug gangs and horrific violence. Killings marred the once-sleepy district where they live, De Winter said, recalling how her husband once had to swerve his car to avoid a man who’d been shot in the street. A month after the De Winters finished their house, police found millions of dollars in cocaine stashed at a nearby beach, drugs that officers said were to be trafficked north on high-powered boats. A presidential candidate, Fernando Villavicencio, was gunned down in August. ⁠
⁠
Worried about Ecuador’s deteriorating security, the De Winters now intend to sell. “I had to let go of my dream,” said De Winter. ⁠
⁠
This year, Ecuador is on track to top 7,000 killings, seven times the number in 2018, government data shows.⁠
⁠
Driving the carnage is the country’s transformation into a transshipment hub for drugs from neighboring Colombia, where cocaine production hit a record high. The disarmament of Colombian drug-trafficking guerrillas in 2016 led to a power vacuum as other gangs battled to take over the routes into Ecuador, with its hundreds of miles of unguarded coast. ⁠
⁠
Read more at the link in our bio.⁠
⁠
📷: @pre_des_ido for @wsjphotos",3280,135
Cx_ptJ1MOmX,2023-10-04 23:00:30,GraphImage,"Consumers should be spending less by now.⁠
⁠
Interest rates are up. Inflation remains high. Pandemic savings have shrunk. And the labor market is cooling.⁠
⁠
Yet household spending, the primary driver of the nation’s economic growth, remains robust. Americans spent 5.8% more in August than a year earlier, well outstripping less than 4% inflation. And the experience economy boomed this summer, with Delta Air Lines reporting record revenue in the second quarter and Ticketmaster selling over 295 million event tickets in the first six months of 2023, up nearly 18% year-over-year.⁠
⁠
Economists and financial advisers say consumers putting short-term needs and goals above long-term ones is normal. Still, this moment is different, they say.⁠
⁠
A tough housing market has more consumers writing off something they’d historically save for, while the pandemic showed the instability of any long-term plans related to health, work or day-to-day life. So, they are spending on once-in-a-lifetime experiences because they worry they may not be able to do them later.⁠
⁠
“It’s not a regret-filled, spur-of-the-moment decision,” says Michael Liersch, who oversees a team of advisers as head of advice at Wells Fargo. “It’s the opposite of that, where I would regret not having done it.”⁠
⁠
Consumers might not be able to keep splurging forever. Labor strikes and student loan repayments could both lead people to pull back. Rising gas prices could also deter travel.⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo illustration: @elenamadeit/WSJ, iStock (4)",3838,195
Cx_BU-wuFn4,2023-10-04 17:08:19,GraphVideo,"Hundreds of millions of cellphones across the U.S. will receive a text message and blast an alert tone at 2:20 p.m. ET on Wednesday as part of a test of the national emergency alert system.⁠
⁠
The FEMA test is a chance to make sure the federal government can alert the entire country in the event of a nationwide emergency.⁠
⁠
Watch the full video at the link in our bio.⁠
⁠
Photo: Andrew Harrer/Bloomberg News",1497,28
Cx-xmHasTl8,2023-10-04 14:50:15,GraphImage,"At a workshop in central Ukraine, workers are busy making parts for howitzers, radar stations and mortars. They are all fakes. Ukrainian company Metinvest churns out high-quality replicas that serve as decoys, seeking to lure Russian fire.⁠
⁠
Made from rigid plastic foam, plumbing and scrap equipment, the gear is produced based on the logic that every Russian missile, shell or drone used to strike them is one fewer targeting real equipment and troops. ⁠
⁠
Replicas likely account for at least some of the weapons Russia claims to have destroyed on the battlefield, which exceed the numbers in Ukraine’s arsenal.⁠
⁠
Decoys can help mislead an enemy about attack plans or fool an opponent into believing that an area is better defended than it really is, deterring an assault. Deception has been an important tool of warfare throughout history, but the war in Ukraine has presented new challenges. Advances in thermal imaging can reveal targets that are invisible to the naked eye, or expose fakes as inert dummies. Inexpensive drones offer armies pervasive real-time surveillance, which complicates longstanding approaches to assembling or inflating replicas.⁠
⁠
Combatants say that with everything on a battlefield potentially observed, deception becomes more difficult—and more critical.⁠
⁠
Read more at the link in our bio.⁠
⁠
📷: @serhiikorovayny for @wsjphotos",3463,302
Cx9E5WLtPBq,2023-10-03 23:00:24,GraphImage,"Hundreds of children die or are left severely injured around the country each year after they are rushed to hospital emergency rooms that are poorly prepared to treat them.⁠
⁠
Many emergency doctors don’t treat enough children to be able to spot life-threatening illnesses obscured by run-of-the-mill symptoms, or conditions more common in kids. Some E.R. staff default to drug doses and protocols meant for adults and either don’t have or don’t know where to find child-size gear in a crisis.⁠
⁠
Matthew Melancon, pictured here on the left, and Avery Guzman-Mendez, on the right, died 20 years apart after being treated at the same emergency room in Texas that was unable to successfully intubate them. The hospital, Ascension Seton Highland Lakes, hasn’t been certified under a Texas program that recognizes facilities working to upgrade their crisis care for kids.⁠
⁠
Avery’s family settled a lawsuit against the hospital earlier this year. Terms weren’t disclosed. Ascension, the health system that owns Highland Lakes, didn’t respond to requests for comment, but in court records issued a blanket denial of all the lawsuit’s allegations.⁠
⁠
Doctors, health authorities and policy makers have known—and warned—of unpreparedness for decades. Research in recent years has quantified the lack of readiness and number of child deaths that could have been avoided, and pointed to basic steps for solving the problem.⁠
⁠
Yet most hospitals haven’t taken action, according to WSJ's investigation of certification levels in all 50 states, reviews of medical records and interviews with doctors, health officials and researchers.⁠
⁠
Read more at the link in our bio and see hospitals near you that are deemed ready for pediatric emergencies.",7422,334
Cx83QjLvc-a,2023-10-03 21:01:14,GraphImage,"House lawmakers voted to remove Kevin McCarthy as speaker. It's the first time in U.S. history that a speaker has been voted out.⁠
⁠
Eight Republicans joined with all Democrats in voting for a motion to vacate, forcing McCarthy to relinquish his post. The vote plunges the chamber into chaos and limits the GOP’s ability to make progress on conservative goals.⁠
⁠
Because there is no precedent for McCarthy’s removal it is not immediately clear what happens next.⁠
⁠
Follow our live coverage at the link in our bio.⁠
⁠
Photo: Nathan Howard/Bloomberg News",3631,230
Cx8Sy1QuQZE,2023-10-03 15:45:26,GraphVideo,"The U.S. Postal Service released a new Forever stamp featuring the late Supreme Court Justice Ruth Bader Ginsburg.⁠
⁠
The stamp comes a little more than three years after Ginsburg died while still serving on the Supreme Court in 2020.⁠
⁠
Watch the full video at the link in our bio.⁠
⁠
Photo: Stephanie Scarbrough/AP",14269,274
Cx6IMuVsguL,2023-10-02 19:34:18,GraphVideo,"Donald Trump appeared in a Manhattan court for the start of a civil fraud trial that has the potential to cripple his business, calling it the “single greatest witch hunt of all time.”⁠
⁠
The former president faces New York state Attorney General Letitia James's allegations that he and his business falsified asset values for a decade and reaped roughly $250 million in ill-gotten gains.⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo: Pool/Getty Images",2757,499
Cx5zG4aMW5P,2023-10-02 16:29:58,GraphVideo,"On the southern tip of peninsular Malaysia, a cluster of high rises built to house tens of thousands of people in luxury condominiums sits almost completely vacant.⁠
⁠
A Chinese real-estate giant began building the $100 billion Forest City development nearly a decade ago. It’s now a towering reminder of some of the core problems that have taken down China’s once-booming property sector—high borrowing and overbuilding, mixed with a streak of bad luck.⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo/Videos: Edgar Su/Reuters, Getty Images, Reuters, Adam Adada/WSJ",4564,73
Cx5pMwcMsd6,2023-10-02 15:01:03,GraphImage,"Bosses claim they want honest feedback when their employees are asked, ""What can your manager improve on?"" Telling the truth can spark change, make your work life better and show off your own assertiveness. Or you could get fired. (At least it feels that way.)⁠
⁠
Like it or not, silence isn’t an option. But you have to be really careful about just how candid to get with the boss.⁠
⁠
The average person lies three times in the first 10 minutes of meeting someone new, according to research from Robert Feldman, a professor of psychological and brain sciences at the University of Massachusetts Amherst. Such superficial fibs lubricate many of our social interactions, he says, helping us fit in and getting people to like us. ⁠
⁠
“At the end of the day, we want to hear good things,” Feldman says. “Your boss is just like everybody else.""⁠
⁠
What about when bosses want to be tapped into what’s really going on, too? After all, you’re the one who’s connected to collegial chatter and gossip, which can give managers insight into how they can do a better job and get ahead. Giving the right information to your boss can help you, too. You just have to share it the right way.⁠
⁠
A smart start is to ask some questions of your own to the boss, says Matt Abrahams, who teaches at the Stanford Graduate School of Business. What kind of guidance do they typically find useful? If they readily divulge a time they messed up or made a change, be more candid, he suggests.⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo Illustration: @elenamadeit / @wsjphotos; Getty",2119,35
Cx37TXeRDfz,2023-10-01 23:00:20,GraphImage,"Atlanta has been one of the Sunbelt’s biggest boomtowns, where the population and job market are growing fast. But you would never know that from its slumping office market.⁠
⁠
Vacancy rates are soaring and companies are competing to unload space in the sublease market. Office values and rents are falling. Developers are delaying new office projects, while office defaults are mounting.⁠
⁠
Atlanta’s commercial-property turmoil shows that even Sunbelt cities with thriving economies can’t escape the office-sector meltdown. Strong job growth hasn’t made up for the city’s anemic return-to-office rate, a glut of new office supply in the years leading up to the pandemic and companies shedding space as leases expire. ��⁠
⁠
Atlanta’s office-vacancy rate has increased to 14.7% from 11.5% at the end of 2019, according to CoStar. That is well below the 20% vacancy rate in San Francisco. But CoStar is projecting that forces such as additional company downsizing will push Atlanta office vacancies above the city’s record 16% level it hit during the 2008-09 global financial crisis.⁠
⁠
It offers an ominous warning to other cities that are hoping their office towers will fill up again when more robust economic growth returns. ⁠
⁠
Read more at the link in our bio.⁠
⁠
Photo: Elijah Nouvelage/Bloomberg News",2525,97
Cx3Y_L9papL,2023-10-01 18:00:33,GraphImage,"There are constants to life in the nation’s capital: sweltering summers, political dysfunction and, for much of the last 50 years, giant pandas.⁠
⁠
Later this year, though, the three pandas living in the National Zoo will be sent to China, which has the rights to pandas in captivity all over the world. The departure of Tian Tian, a 26-year-old male, Mei Xiang, a 25-year-old female and their three-year old cub, Xiao Qi Ji, will leave Washington without at least one of the rotund, cuddly-looking bears for only the second time since Richard Nixon’s breakthrough with Beijing in 1972.⁠
⁠
The breakdown in U.S.-China relations is bamboozling many in the city. Norma Valentini, a 52-year-old registered nurse who grew up in D.C. visiting the pandas, is finding the farewell difficult to bear.⁠
⁠
“They’ve been here all my life,” she said. She comes to the zoo at least once a week these days to bid them goodbye. “It’s very, very sad.”⁠
⁠
By Dec. 7, the animals will return to Chinese conservationists, who have essentially been renting the adult pandas to the National Zoo, generally for about $1 million a year since 2000. Under the agreement—part of China’s global, soft-power “panda diplomacy”—cubs born in Washington go back to China, too.⁠
⁠
Zoo officials hope the pandas’ absence is short-lived and are applying for a fresh batch. They are still figuring out what to do without the zoo’s stars.⁠
⁠
“We have folks who come repeatedly for the giant pandas, so we’re going to see a drop in attendance for that,” said Pamela Baker-Masson, the zoo’s director of communications. “It’s hard to project. Are we going to stop selling panda plush in the stores? Probably not.”⁠
⁠
Read more at the link in our bio.⁠
⁠
📷: @angelaowens for @wsjphotos",4799,112
Cx3EYzvsRCg,2023-10-01 15:00:38,GraphImage,"Amy Schneider knew she was destined to be a trivia champion in the eighth grade, when her classmates voted her “most likely to appear on ‘Jeopardy!’” Almost 30 years later, in 2021, there she was, winning game after game on the popular quiz show. Fans flocked to her @Jeopardamy social-media accounts, made and purchased Amy Schneider Fan Club merchandise, and started stopping her in the grocery store. With her string of pearls and winsome smile, the lifelong outsider became a national icon. ⁠
⁠
Still, all throughout her run, she couldn’t shake the feeling that audiences had fallen in love with someone else, or only part of her. ⁠
⁠
In her first essay collection, titled “In the Form of a Question” and out Tuesday, Schneider describes a great irony: the skill she deployed to win a small fortune on television—asking the right questions—had failed in her personal life. Her book is concerned with the biggest question of all: Who am I? In essays on cross-dressing pre-transition, polyamory and living with attention-deficit disorder, Schneider introduces readers to the real, messy, complex Amy. ⁠
⁠
Growing up in the German and Irish Catholic community in Dayton, Ohio, Schneider said she was taught not to question social norms, so it wasn’t until her 30s that she considered that she might be transgender.⁠
⁠
“I always had opinions about earrings, hairstyles, clothing,” she said. “It just was a long time before I could think about those opinions as applying to me.”⁠
⁠
For ""Jeopardy!"" viewers who didn’t encounter trans people in their daily lives, Schneider said, she had become “an emblem rather than a person.” Yes, she had reached those who had misconceptions about the trans community, “but in the back of my mind was this feeling of, ‘am I going to be used as a cudgel for other trans people that don’t live up to the same wholesome image?’” she said. “Like, ‘Amy is fine, why can’t you be more like Amy?’”⁠
⁠
Read more at the link in our bio.⁠
⁠
📷: @cayceclifford for @wsjmag",6398,474
